text,language,label,domain,family,phrase,phrase_group
"Ndakeneye ubufasha, umwana wanjye afite umuhaha kuva mu gitondo kandi sinshobora gusinzira. Mfasha muganga.",kinyarwanda,URGENT,paediatric,kinyarwanda->kinyarwanda:URGENT:paediatric,{REL} afite umuhaha.,Mfite umuhaha.
"Ndakeneye ubufasha, umwana wanjye yarumwe n'inzoka kuva mu cyumweru gishize. Byatangiye gitunguranye. Mfasha muganga.",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,{REL} yarumwe n'inzoka.,Narumwe n'inzoka.
"Simbizi niba bikomeye ariko, iyo mpumetse cyane mu gituza harandya kuva ejo. Byatangiye gitunguranye. Naje mvuye kure.",kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,iyo mpumetse cyane mu gituza harandya,"Iyo {REL} ahumetse cyane, arumva mu gituza hamubabaza."
"Naje hano mbere, umugore wanjye aratwite kandi umutwe uramubabaza cyane, kandi ntashobora kureba neza kandi nta miti mfite. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,"{REL} aratwite kandi umutwe uramubabaza cyane, kandi ntashobora kureba neza.","Ndatwite, umutwe urandya cyane kandi sinshobora kureba neza."
"Naje hano mbere, maze iminsi itatu ndwaye impiswi zikomeye kuva hashize iminsi itatu bikarushaho nijoro. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,maze iminsi itatu ndwaye impiswi zikomeye,maze iminsi itatu ndwaye impiswi zikomeye
Umwana wanjye ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40 kuva mu cyumweru gishize kandi birushaho kuba bibi. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.,kinyarwanda,CRITICAL,paediatric,kinyarwanda->kinyarwanda:CRITICAL:paediatric,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40
"Mfasha, umugore wanjye aratwite kandi yaragagaye. Byatangiye gitunguranye. Naje mvuye kure.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,{REL} aratwite kandi yaragagaye.,Ndatwite kandi nagagaye.
"Muganga, umwana wanjye ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40. Nkora iki?",kinyarwanda,CRITICAL,paediatric,kinyarwanda->kinyarwanda:CRITICAL:paediatric,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40
"Mfasha vuba, maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka kuva hashize icyumweru kandi birushaho kuba bibi. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.
"Simbizi niba bikomeye ariko, ndatwite kandi ndashaka kujya kwa muganga kwisuzumisha kuva mu cyumweru gishize bikarushaho nijoro. Ni imiti ki nafata?",kinyarwanda,ROUTINE,obstetric,kinyarwanda->kinyarwanda:ROUTINE:obstetric,Ndatwite kandi ndashaka kujya kwa muganga kwisuzumisha.,Ndatwite kandi ndashaka kujya kwa muganga kwisuzumisha.
"Nyabuneka, umwana wanjye afite umuhaha kuva hashize iminsi ibiri. Abandi bana na bo bafite iki kibazo. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,paediatric,kinyarwanda->kinyarwanda:URGENT:paediatric,{REL} afite umuhaha.,Mfite umuhaha.
"Nzanye umwana wanjye, iyo umwana wanjye amaze kurya, yumva inda itameze neza kuva ubu gitondo cya kare nta miti imfasha. Nkora iki?",kinyarwanda,ROUTINE,gastrointestinal,kinyarwanda->kinyarwanda:ROUTINE:gastrointestinal,"Iyo {REL} amaze kurya, yumva inda itameze neza.","Iyo {REL} amaze kurya, yumva inda itameze neza."
"Muraho, mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri kuva hashize icyumweru kandi nta miti mfite",kinyarwanda,URGENT,neurological,kinyarwanda->kinyarwanda:URGENT:neurological,Mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri.,Mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri.
"Nzanye umwana wanjye, umugore wanjye ari kuva amaraso menshi kandi ntahagarara kuva hashize icyumweru. Ese ibi birakomeye?",kinyarwanda,CRITICAL,haemorrhage_trauma,kinyarwanda->kinyarwanda:CRITICAL:haemorrhage_trauma,{REL} ari kuva amaraso menshi kandi ntahagarara.,ndi kuva amaraso menshi kandi ntahagarara
"Ndakeneye ubufasha, mu gituza harandya cyane kandi ububabare bukagera no ku kuboko kuva hashize icyumweru biragenda bikagaruka. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
"Nyabuneka, mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite kuva hashize icyumweru bikarushaho nijoro. Ese ibi birakomeye?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,"mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite","mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite"
"Mfasha, mfite umwanda usa umukara kuva mu gitondo. Abandi bana na bo bafite iki kibazo. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,Mfite umwanda usa umukara.,Mfite umwanda usa umukara.
"Nyabuneka, umugabo wanjye afite ibimenyetso bya malariya, umuriro n'imbeho kuva hashize iminsi itatu kandi nta miti mfite. Ni imiti ki nafata?",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,"{REL} afite ibimenyetso bya malariya, umuriro n'imbeho.","Mfite ibimenyetso bya malariya, umuriro n'imbeho."
"Muganga, umugabo wanjye araruka amaraso kuva mu cyumweru gishize kandi ndahangayitse. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,{REL} araruka amaraso.,Ndaruka amaraso.
"Naje hano mbere, umwana wanjye ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40 kuva ubu gitondo cya kare nta miti imfasha. Nkora iki?",kinyarwanda,CRITICAL,paediatric,kinyarwanda->kinyarwanda:CRITICAL:paediatric,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Mfite igikomere cyanduye, kiratukura kandi kirimo amashyira kuva hashize icyumweru kandi nta miti mfite. Nkora iki?",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,"mfite igikomere cyanduye, kiratukura kandi kirimo amashyira","mfite igikomere cyanduye, kiratukura kandi kirimo amashyira"
"Nzanye umwana wanjye, guhumeka birangora cyane ku buryo ntabasha no kuvuga neza kuva hashize iminsi ibiri bikarushaho nijoro. Mfasha muganga.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,Guhumeka birangora cyane ku buryo ntabasha no kuvuga neza.,Guhumeka birangora cyane ku buryo ntabasha no kuvuga neza.
Ndashaka kukubwira ikibazo mfite. Ndashaka ko bapima umuvuduko w'amaraso kuva hashize iminsi ibiri. Ni imiti ki nafata?,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka ko bapima umuvuduko w'amaraso.,Ndashaka ko bapima umuvuduko w'amaraso.
"Mfasha vuba, umwana wanjye ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40 kuva mu gitondo. Ni imiti ki nafata?",kinyarwanda,CRITICAL,paediatric,kinyarwanda->kinyarwanda:CRITICAL:paediatric,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40,{REL} ari guhinda umushyitsi kandi afite umuriro uri hejuru ya dogere 40
"Mfasha vuba, mama ashaka ko bapima SIDA kuva ijoro ryashize. Abandi bana na bo bafite iki kibazo. Nkora iki?",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka ko bapima SIDA.,Ndashaka ko bapima SIDA.
"Simbizi niba bikomeye ariko, umugore wanjye arababara cyane mu gituza kandi ububabare bukagera no ku kuboko kuva hashize iminsi ibiri kandi sinshobora gusinzira. Ese ibi birakomeye?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} arababara cyane mu gituza kandi ububabare bukagera no ku kuboko.,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
"Simbizi niba bikomeye ariko, isukari yo mu maraso yanjye yazamutse cyane kuva ejo biragenda bikagaruka. Ese ibi birakomeye?",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,isukari yo mu maraso yanjye yazamutse cyane,isukari yo mu maraso yanjye yazamutse cyane
"Mfasha vuba, mfite gahunda yo kwisuzumisha buri mwaka kuva mu cyumweru gishize bikarushaho nijoro",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Mfite gahunda yo kwisuzumisha buri mwaka.,Mfite gahunda yo kwisuzumisha buri mwaka.
"Naje hano mbere, umuturanyi wanjye afite gahunda yo gukingiza umwana kuva ejo kandi nta miti mfite. Mfasha muganga.",kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} afite gahunda yo gukingiza umwana.,Mfite gahunda yo gukingiza umwana.
"Muganga, amazuru arantemba gake kuva mu masaha abiri ashize. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,amazuru arantemba gake,amazuru arantemba gake
"Naje hano mbere, nta miti ya SIDA mfite. Abandi bana na bo bafite iki kibazo.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Nta miti ya SIDA mfite.,Nta miti ya SIDA mfite.
"Nyabuneka, papa amaze ibyumweru birenga bibiri akorora kandi yatangiye no kunanuka kuva ijoro ryashize kandi nta miti mfite. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,cardiac_respiratory,kinyarwanda->kinyarwanda:URGENT:cardiac_respiratory,{REL} amaze ibyumweru birenga bibiri akorora kandi yatangiye no kunanuka.,Maze ibyumweru birenga bibiri nkorora kandi natangiye no kunanuka.
Ndashaka kukubwira ikibazo mfite. Papa araruka cyane kandi yumva afite intege nke kuva ubu gitondo cya kare kandi birushaho kuba bibi. Urakoze.,kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} araruka cyane kandi yumva afite intege nke.,ndaruka cyane kandi numva mfite intege nke
"Muraho, umukecuru yabyimbye ibirenge kandi ntashobora guhumeka neza iyo aragaramye kuva hashize iminsi itatu. Abandi bana na bo bafite iki kibazo. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} yabyimbye ibirenge kandi ntashobora guhumeka neza iyo aragaramye.,Nabyimbye ibirenge kandi sinshobora guhumeka neza iyo ndagaramye.
Umwana wanjye arumva igituza kimuremereye cyane kandi ububabare bukagera no ku rwasaya cyangwa ku kuboko kuva hashize icyumweru kandi ndahangayitse. Ese ibi birakomeye?,kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} arumva igituza kimuremereye cyane kandi ububabare bukagera no ku rwasaya cyangwa ku kuboko.,{REL} arumva igituza kimuremereye cyane kandi ububabare bukagera no ku rwasaya cyangwa ku kuboko.
Ndashaka kukubwira ikibazo mfite. Ndashaka ko bapima SIDA kuva ubu gitondo cya kare. Byatangiye gitunguranye. Urakoze.,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka ko bapima SIDA.,Ndashaka ko bapima SIDA.
Ndashaka kukubwira ikibazo mfite. Ndashaka kugirwa inama ku mazi yo kunywa kuva ubu gitondo cya kare kandi sinshobora gusinzira. Urakoze.,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,Ndashaka kugirwa inama ku mazi yo kunywa.,Ndashaka kugirwa inama ku mazi yo kunywa.
"Muganga, umugabo wanjye nta miti y'igituntu afite kuva ejo kandi birushaho kuba bibi. Urakoze.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} nta miti y'igituntu afite.,Nta miti y'igituntu mfite.
"Nyabuneka, umwana wanjye afite umuhaha kuva mu cyumweru gishize. Byatangiye gitunguranye. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,URGENT,paediatric,kinyarwanda->kinyarwanda:URGENT:paediatric,{REL} afite umuhaha.,Mfite umuhaha.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Umugore wanjye yaraguye none arababara cyane kuva mu cyumweru gishize nta miti imfasha. Ese ibi birakomeye?",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,{REL} yaraguye none arababara cyane.,naraguye none ndababara cyane
"Muganga, papa arakomeza kuruka kandi ntashobora kurya kuva mu gitondo. Byatangiye gitunguranye. Urakoze.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} arakomeza kuruka kandi ntashobora kurya.,ndakomeza kuruka kandi sinshobora kurya
Umuturanyi wanjye arababara nk'ugiye kubyara kandi igihe cyo kubyara ntikiragera kuva mu masaha abiri ashize biragenda bikagaruka. Ni imiti ki nafata?,kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,{REL} arababara nk'ugiye kubyara kandi igihe cyo kubyara ntikiragera.,Ndumva mbabara nk'ugiye kubyara kandi igihe cyo kubyara kitaragera.
"Nzanye umwana wanjye, umwana wanjye arababara cyane mu gituza kandi ububabare bukagera no ku kuboko kuva ejo kandi birushaho kuba bibi. Nkora iki?",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} arababara cyane mu gituza kandi ububabare bukagera no ku kuboko.,mu gituza harandya cyane kandi ububabare bukagera no ku kuboko
Ndava amaraso menshi nyuma yo kubyara kuva hashize iminsi itatu bikarushaho nijoro,kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,ndava amaraso menshi nyuma yo kubyara,ndava amaraso menshi nyuma yo kubyara
"Nzanye umwana wanjye, mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite kuva mu gitondo biragenda bikagaruka. Ese ibi birakomeye?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,"mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite","mfite umuriro woroheje umaze umunsi umwe, ariko nta kindi kibazo mfite"
"Muraho, umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane kuva ubu gitondo cya kare kandi sinshobora gusinzira. Urakoze.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.
"Ndakeneye ubufasha, umwana wanjye afite igikomere gito kandi amaraso yarahagaze kuva hashize iminsi ibiri kandi ndahangayitse. Ndakeneye ubufasha vuba.",kinyarwanda,ROUTINE,haemorrhage_trauma,kinyarwanda->kinyarwanda:ROUTINE:haemorrhage_trauma,{REL} afite igikomere gito kandi amaraso yarahagaze.,Mfite igikomere gito kandi amaraso yarahagaze.
"Muraho, ndatwite kandi ndaruka ibyo ndya byose kuva mu masaha abiri ashize kandi nta miti mfite. Ni imiti ki nafata?",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,Ndatwite kandi ndaruka ibyo ndya byose.,Ndatwite kandi ndaruka ibyo ndya byose.
"Mfasha, mushiki wanjye afite umuriro mwinshi kandi yaragagaye kuva ubu gitondo cya kare kandi ndahangayitse. Ese ibi birakomeye?",kinyarwanda,CRITICAL,infectious_fever,kinyarwanda->kinyarwanda:CRITICAL:infectious_fever,{REL} afite umuriro mwinshi kandi yaragagaye.,Mfite umuriro mwinshi kandi nagagaye.
"Mfasha vuba, mfite impiswi zirimo amaraso kuva ejo kandi ndahangayitse. Mfasha muganga.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,Mfite impiswi zirimo amaraso.,Mfite impiswi zirimo amaraso.
"Nzanye umwana wanjye, umugabo wanjye umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane kuva hashize icyumweru kandi sinshobora gusinzira. Mfasha muganga.",kinyarwanda,URGENT,chronic_care,kinyarwanda->kinyarwanda:URGENT:chronic_care,{REL} umuvuduko w'amaraso we wazamutse cyane kandi umutwe uramubabaza cyane.,Umuvuduko w'amaraso wanjye wazamutse cyane kandi umutwe urandya cyane.
"Mfasha vuba, ndatwite kandi ndashaka kujya kwa muganga kwisuzumisha kuva mu cyumweru gishize kandi birushaho kuba bibi. Murakoze.",kinyarwanda,ROUTINE,obstetric,kinyarwanda->kinyarwanda:ROUTINE:obstetric,Ndatwite kandi ndashaka kujya kwa muganga kwisuzumisha.,Ndatwite kandi ndashaka kujya kwa muganga kwisuzumisha.
"Muganga, ndabyara ariko habanje gusohoka umugozi w'umwana kuva hashize iminsi ibiri kandi nta miti mfite. Mfasha muganga.",kinyarwanda,CRITICAL,obstetric,kinyarwanda->kinyarwanda:CRITICAL:obstetric,Ndabyara ariko habanje gusohoka umugozi w'umwana.,Ndabyara ariko habanje gusohoka umugozi w'umwana.
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Inda irandya cyane kandi ububabare ntibuhagarara nta miti imfasha. Ndakeneye ubufasha vuba.",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,Inda irandya cyane kandi ububabare ntibuhagarara.,Inda irandya cyane kandi ububabare ntibuhagarara.
"Mfasha vuba, mfite igikomere cyanduye, kiratukura kandi kirimo amashyira kuva hashize iminsi ibiri nta miti imfasha. Ese ibi birakomeye?",kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,"mfite igikomere cyanduye, kiratukura kandi kirimo amashyira","mfite igikomere cyanduye, kiratukura kandi kirimo amashyira"
"Mumbabarire, ndashaka kubabwira ikibazo mfite. Mfite umwanda usa umukara kuva mu cyumweru gishize biragenda bikagaruka. Naje mvuye kure.",kinyarwanda,CRITICAL,gastrointestinal,kinyarwanda->kinyarwanda:CRITICAL:gastrointestinal,Mfite umwanda usa umukara.,Mfite umwanda usa umukara.
Ndashaka kukubwira ikibazo mfite. Mfite ububabare bukabije mu nda kuva mu masaha abiri ashize kandi ndahangayitse. Ntegereze cyangwa nsuzumwe ubu?,kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,Mfite ububabare bukabije mu nda.,Mfite ububabare bukabije mu nda.
"Muraho, umuturanyi wanjye aratwite kandi araruka ibyo arya byose kuva ijoro ryashize kandi ndahangayitse. Urakoze.",kinyarwanda,URGENT,obstetric,kinyarwanda->kinyarwanda:URGENT:obstetric,{REL} aratwite kandi araruka ibyo arya byose.,Ndatwite kandi ndaruka ibyo ndya byose.
"Nyabuneka, umwana wanjye amazuru ye aratemba gake kuva ejo kandi ndahangayitse. Ese ibi birakomeye?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,{REL} amazuru ye aratemba gake.,amazuru arantemba gake
"Muganga, papa amaze ibyumweru birenga bibiri arwaye impiswi kuva ejo. Abandi bana na bo bafite iki kibazo. Ni imiti ki nafata?",kinyarwanda,URGENT,gastrointestinal,kinyarwanda->kinyarwanda:URGENT:gastrointestinal,{REL} amaze ibyumweru birenga bibiri arwaye impiswi.,Maze ibyumweru birenga bibiri ndwaye impiswi.
"Mfasha, mfite umuriro kandi umutwe urandya cyane biragenda bikagaruka. Ni imiti ki nafata?",kinyarwanda,URGENT,infectious_fever,kinyarwanda->kinyarwanda:URGENT:infectious_fever,mfite umuriro kandi umutwe urandya cyane,mfite umuriro kandi umutwe urandya cyane
"Muganga, ndumva naniwe ariko si cyane nta miti imfasha. Ntegereze cyangwa nsuzumwe ubu?",kinyarwanda,ROUTINE,neurological,kinyarwanda->kinyarwanda:ROUTINE:neurological,ndumva naniwe ariko si cyane,ndumva naniwe ariko si cyane
Ndashaka kukubwira ikibazo mfite. Naraguye none ndababara cyane kuva ejo biragenda bikagaruka. Ni imiti ki nafata?,kinyarwanda,URGENT,haemorrhage_trauma,kinyarwanda->kinyarwanda:URGENT:haemorrhage_trauma,naraguye none ndababara cyane,naraguye none ndababara cyane
Ndashaka kukubwira ikibazo mfite. Umugore wanjye ashaka guhabwa inzitiramubu kuva hashize iminsi ibiri biragenda bikagaruka. Ntabasha kubona amafaranga yo kongera kuza kwa muganga.,kinyarwanda,ROUTINE,preventive,kinyarwanda->kinyarwanda:ROUTINE:preventive,{REL} ashaka guhabwa inzitiramubu.,Ndashaka guhabwa inzitiramubu.
"Mfasha, umukecuru afite ikibazo cyo guhumeka nabi cyane kuva hashize icyumweru. Byatangiye gitunguranye. Ndakeneye ubufasha vuba.",kinyarwanda,CRITICAL,cardiac_respiratory,kinyarwanda->kinyarwanda:CRITICAL:cardiac_respiratory,{REL} afite ikibazo cyo guhumeka nabi cyane.,Mfite ikibazo cyo guhumeka nabi cyane.
"Naje hano mbere, amazuru arantemba gake kuva hashize iminsi itatu. Abandi bana na bo bafite iki kibazo. Nkora iki?",kinyarwanda,ROUTINE,infectious_fever,kinyarwanda->kinyarwanda:ROUTINE:infectious_fever,amazuru arantemba gake,amazuru arantemba gake
