id,cue,reporter,age_group,text_kw,author,label
777,scrotum swelling + growing year,Self,Umusaza/Umukecuru,Mfite kubyimba mu mabya bimaze umwaka bigenda byiyongera.,,ROUTINE
778,bleeding after delivery + not stopping,Self,Umuntu mukuru,Ndi kuva amaraso nyuma yo kubyara kandi ntarahagarara.,,CRITICAL
779,cat bite + hand + child,Carer,Umwana,Umwana yarumwe n'injangwe ku kuboko.,,URGENT
780,flashes of light + one eye,Self,Umusaza/Umukecuru,Ndabona nk'urumuri rumurika mu jisho rimwe.,,URGENT
781,shaking since stopped drinking,Self,Umuntu mukuru,Natangiye gutitira kuva nahagarika kunywa inzoga.,,URGENT
782,deworming tablets + child,Carer,Umwana,Naje gufata imiti y'inzoka y'umwana.,,ROUTINE
783,chest pain + carrying sack + not gone,Self,Umuntu mukuru,Natangiye kubabara mu gituza nkiri gutwara umufuka kandi ububabare ntiburashira.,,URGENT
784,baby arches back + cries after feed,Carer,Impinja,Umwana arunama inyuma kandi akarira nyuma yo konka.,,ROUTINE
785,anaemic + what to eat,Self,Umuntu mukuru,"Bambwiye ko mfite amaraso make, ndashaka kumenya ibyo nakwiriye kurya.",,ROUTINE
786,lightning near field + feels strange,Self,Umuntu mukuru,"Inkuba yakubise hafi y'umurima ndi ho, none numva umubiri utameze neza.",,URGENT
787,white spots skin + no itch + child,Carer,Umwana,Umwana afite utubara twera ku ruhu ariko ntitumurya.,,ROUTINE
788,period late + pain one side,Self,Umuntu mukuru,Imihango yatinze kandi ndababara ku ruhande rumwe rw'inda.,,URGENT
789,headaches since new job,Self,Umuntu mukuru,Umutwe umaze igihe undya kuva natangira akazi gashya.,,ROUTINE
790,road accident + brought by moto taxi,Carer,Umuntu mukuru,"Yagize impanuka yo mu muhanda, bamuzana kuri moto.",,URGENT
791,child eating soil,Carer,Umwana,Umwana ahora arya ubutaka.,,ROUTINE
792,nipple discharge + not breastfeeding,Self,Umuntu mukuru,Amabere arimo gusohora ibintu kandi sindimo konsa.,,URGENT
793,vision went dark one eye + came back,Self,Umusaza/Umukecuru,"Ijisho rimwe ryahise ritabona, nyuma ndongera mbona.",,URGENT
794,TB in house + should family test?,Self,Umuntu mukuru,Mu rugo dufite umuntu urwaye igituntu. Ese n'umuryango twakwipimisha?,,ROUTINE
795,child fell in cooking fire + hand + forearm,Carer,Umwana,"Umwana yaguye mu muriro wo gutekamo, atwika ikiganza n'ukuboko.",,URGENT
796,dizzy + heavy periods,Self,Ingimbi/Umwangavu,Ndazungera kandi imihango yanjye iza ari myinshi cyane.,,URGENT
797,no urine since yesterday morning,Self,Umusaza/Umukecuru,Kuva ejo mu gitondo sinigeze nsubira kunyara.,,URGENT
798,cough since birth + never explained,Carer,Umwana,Umwana amaze igihe akorora kuva akivuka kandi ntituramenya impamvu.,,URGENT
799,collapsed in market + brought by neighbours,Carer,Umuntu mukuru,"Yaguye mu isoko, abaturanyi ni bo bamuzanye hano.",,CRITICAL
800,tablets make sleepy + stopped them,Self,Umuntu mukuru,Iyi miti yanteraga gusinzira cyane ni yo mpamvu nayihagaritse.,,ROUTINE
801,knee swollen + no injury + child,Carer,Umwana,Umwana afite ivi ryabyimbye kandi nta kintu cyamukomerekeje.,,URGENT
802,status before marriage,Self,Ingimbi/Umwangavu,Naje kubaza uko namenya uko ubuzima bwanjye bw'imyororokere buhagaze mbere yo gushaka.,,ROUTINE
803,shoulder pain + painting ceiling,Self,Umuntu mukuru,Nababara ku rutugu kuva natangira gusiga amarangi ku gisenge.,,ROUTINE
804,baby quiet since birth + feeds slowly,Carer,Impinja,Umwana kuva avuka aratuje cyane kandi yonka buhoro.,,URGENT
805,itching between fingers,Self,Umwana,Hagati y'intoki harandya cyane.,,ROUTINE
806,fell off ladder + landed on heels,Self,Umuntu mukuru,Naguye ku ngazi maze nkandagira cyane ku birenge.,,URGENT
807,CHW measured child's arm,Carer,Umwana,Umukozi w'ubuzima wo mu mudugudu yapimye ukuboko k'umwana.,,ROUTINE
808,blood in urine + no pain,Self,Umusaza/Umukecuru,Mbona amaraso mu nkari ariko nta bubabare numva.,,URGENT
809,headache sudden like a blow,Self,Umuntu mukuru,Umutwe wanjye wahise undya cyane nk'aho nakubiswe.,,CRITICAL
810,swallowed torch battery,Carer,Umwana,Umwana yamize batiri y'agatadowa.,,URGENT
811,ankles swell evening + down by morning,Self,Umusaza/Umukecuru,"Amaguru ku nkondo arabyimba nimugoroba, ariko mu gitondo bikaba byagabanutse.",,ROUTINE
812,family planning + must not stop periods,Self,Umuntu mukuru,Naje kubaza ku kuboneza urubyaro kandi sinshaka uburyo bwatuma imihango ihagarara.,,ROUTINE
813,child coughs until vomits,Carer,Umwana,Umwana arakorora cyane kugeza arutse.,,URGENT
814,wound on sole + noticed by smell,Self,Umusaza/Umukecuru,"Mfite igisebe munsi y'ikirenge, nakimenye kubera ko natangiye kukumva kinuka.",,URGENT
815,one side numb since waking,Self,Umusaza/Umukecuru,Kuva mbyutse uruhande rumwe rw'umubiri ntirwumva neza.,,CRITICAL
816,stopped FP injection + no bleeding since,Self,Umuntu mukuru,Nahagaritse urushinge rwo kuboneza urubyaro kandi kuva icyo gihe sinongeye kuva amaraso y'imihango.,,ROUTINE
817,local brew + passed out + brought in,Carer,Ingimbi/Umwangavu,"Yanyweye inzoga y'inkorano maze agwa hasi, bamuzana hano.",,CRITICAL
818,fever + rash started on face + child,Carer,Umwana,Umwana afite umuriro kandi utubyimba twatangiriye mu maso.,,URGENT
819,told high pressure + feels nothing,Self,Umuntu mukuru,Bambwiye ko mfite umuvuduko w'amaraso uri hejuru ariko nta kimenyetso numva.,,ROUTINE
820,referral letter + district hospital,Self,Umuntu mukuru,Mfite urupapuro rwohereza ku bitaro by'akarere.,,ROUTINE
821,calf pain + leg hot,Self,Umuntu mukuru,Inyama yo ku kuguru irandya kandi ukuguru kurashyushye.,,URGENT
822,baby eye sticky + yellow + 2 days old,Carer,Impinja,Umwana w'iminsi ibiri afite ijisho ririho ibintu by'umuhondo kandi rifatana.,,URGENT
823,night work + can't sleep by day,Self,Umuntu mukuru,Nkora nijoro kandi ku manywa sinshobora gusinzira.,,ROUTINE
824,woman says husband forbids family planning,Self,Umuntu mukuru,Umugabo wanjye ntiyemera ko nkoresha uburyo bwo kuboneza urubyaro.,,ROUTINE
825,last week's burn + weeping + smells,Self,Umwana,"Nahiye mu cyumweru gishize, igisebe kiracyava kandi cyatangiye kunuka.",,URGENT
826,back gave way lifting + can't stand straight,Self,Umuntu mukuru,Umugongo warandemereye nkiri guterura ikintu kandi ubu sinshobora guhagarara ngororotse.,,URGENT
827,insurance card only,Self,Umuntu mukuru,Naje mfite ikarita y'ubwisungane mu kwivuza gusa.,,ROUTINE
828,child passing worms,Carer,Umwana,Umwana ari gusohora inzoka mu musarani.,,ROUTINE
829,groin swelling + comes with cough,Self,Umuntu mukuru,Mfite kubyimba mu rwabya kandi kurushaho kuboneka iyo nkorora.,,ROUTINE
830,heavy bleeding + procedure elsewhere,Self,Umuntu mukuru,Ndava amaraso menshi nyuma yo gukorerwa igikorwa kwa muganga ahandi.,,CRITICAL
831,ear pain + after a slap,Self,Umwana,Ugutwi kurandya kuva nakubiswe urushyi.,,URGENT
832,losing weight + eating normally,Self,Umuntu mukuru,Ndimo kunanuka kandi ndya nk'uko bisanzwe.,,URGENT
833,bruise on child's back + mother can't explain,Carer,Umwana,Umwana afite ikimenyetso cy'igikomere ku mugongo kandi sinzi uko yakibonye.,,URGENT
834,tablets ran out + clinic had none,Self,Umuntu mukuru,Imiti narayirangije kandi kwa muganga nta yindi bari bafite.,,ROUTINE
835,vomiting since malaria tablets,Self,Umwana,Natangiye kuruka kuva natangira gufata imiti ya malariya.,,URGENT
836,9 months + no movement today,Self,Umuntu mukuru,Mfite inda y'amezi icyenda ariko uyu munsi sinumva umwana yinyeganyeza.,,URGENT
837,cut on rusty iron sheet,Self,Umuntu mukuru,Naciwe n'urupapuro rw'icyuma cyari cyafashwe n'ingese.,,URGENT
838,child crying + won't sit down,Carer,Umwana,Umwana ahora arira kandi ntashaka kwicara.,,URGENT
839,injection by neighbour + site hard,Self,Umuntu mukuru,Natewe urushinge n'umuturanyi none aho naruterwe harakomeye.,,URGENT
840,hand caught in maize mill,Self,Umuntu mukuru,Ukuboko kwanjye kwafashwe n'imashini isya ibigori.,,URGENT
841,fever after vaccination + normal?,Carer,Impinja,Umwana yagize umuriro nyuma yo gukingirwa. Ese ni ibisanzwe?,,ROUTINE
842,sore throat 3 weeks + voice changed,Self,Umuntu mukuru,Umuhogo umaze ibyumweru bitatu undya kandi ijwi ryanjye ryarahindutse.,,URGENT
843,lump in armpit + painless,Self,Umuntu mukuru,Mfite akabyimba mu kwaha ariko ntikandya.,,URGENT
844,child fell from bed + vomited twice,Carer,Impinja,Umwana yaguye ku buriri maze araruka kabiri.,,URGENT
845,pain passing urine + pregnant,Self,Umuntu mukuru,Ndatwite kandi ndababara iyo nyara.,,URGENT
846,wasps in roof + stung all over,Self,Umuntu mukuru,"Natewe n'ibisazi by'ubuki byinshi byo ku gisenge, birankomeretsa umubiri wose.",,URGENT
847,deaf one side since loud bang,Self,Umusaza/Umukecuru,Kuva numvise urusaku rukomeye ntakumva neza ku gutwi kumwe.,,URGENT
848,child drinking a lot + urinating often,Carer,Umwana,Umwana anywa amazi menshi kandi akajya kunyara kenshi.,,URGENT
849,leg wound + black edges,Self,Umusaza/Umukecuru,Mfite igisebe ku kuguru kandi impande zacyo zatangiye kuba umukara.,,URGENT
850,school medical form,Carer,Ingimbi/Umwangavu,Naje kuzuza no gusinyisha urupapuro rw'isuzuma ry'ubuzima rwo ku ishuri.,,ROUTINE
851,pain shoulder blade to jaw,Self,Umusaza/Umukecuru,Ndababara kuva ku rutugu rugana mu rwasaya.,,URGENT
852,baby born + foot turned inward,Carer,Impinja,Umwana yavukanye ikirenge kigoramye kijya imbere.,,ROUTINE
853,nightmares since accident,Self,Ingimbi/Umwangavu,Kuva nagira impanuka mpora ndota nabi nijoro.,,ROUTINE
854,eye waters + lid turned in,Self,Umusaza/Umukecuru,Ijisho ryanjye rirarira kandi umupfundikizo waryo ujya imbere.,,ROUTINE
855,barking cough at night + fine by morning,Carer,Umwana,Umwana nijoro akorora nk'imbwa ariko mu gitondo akaba ameze neza.,,URGENT
856,swelling started face + moved to legs,Self,Umwana,Kubyimba byatangiriye mu maso none bimaze kugera no ku maguru.,,URGENT
857,unknown dog bit + ran off,Self,Umuntu mukuru,Narumwe n'imbwa ntazi maze iriruka.,,URGENT
858,can't eat since operation,Self,Umuntu mukuru,Kuva nabagwa sinshobora kurya neza.,,URGENT
859,birthmark + dangerous?,Carer,Impinja,Umwana afite ikimenyetso yavukanye ku ruhu. Ese gishobora kuba ikibazo?,,ROUTINE
860,chest pain worse when pressed,Self,Ingimbi/Umwangavu,Ndababara mu gituza kandi birushaho iyo ngikandagiye.,,ROUTINE
861,delivered home + placenta not out,Carer,Umuntu mukuru,Yabyariye mu rugo ariko insina ntirasohoka.,,CRITICAL
862,gums bleed when brushing,Self,Umuntu mukuru,"Iyo nkoze uburoso ku menyo, ishinya zirava amaraso.",,ROUTINE
863,child rubbing eyes + red + sticky,Carer,Umwana,"Umwana ahora akora ku maso, aratukuye kandi amaso aramufatana.",,ROUTINE
864,took wife's tablets by mistake,Self,Umuntu mukuru,Nafashe imiti y'umugore wanjye natekereza ko ari iyanjye.,,URGENT
865,pharmacy said come for proper exam,Self,Umuntu mukuru,Muri farumasi bambwiye ko nza kwa muganga nkisuzumisha neza.,,ROUTINE
866,leg shorter since childhood illness,Self,Umuntu mukuru,Kuva nkiri umwana ukuguru kumwe kwanjye ni kugufi kurusha kundi kubera uburwayi nagize.,,ROUTINE
867,mother stopped eating and drinking,Carer,Umusaza/Umukecuru,Mama yaretse kurya no kunywa.,,URGENT
868,pain in waves + can't keep still,Self,Umuntu mukuru,Ububabare buza bukagenda kandi iyo bumbaye sinshobora gutuza.,,URGENT
869,child fell in water tank + pulled out coughing,Carer,Umwana,"Umwana yaguye mu kigega cy'amazi, bamukuramo ariko yari arimo gukorora.",,URGENT
870,hot and cold 3 days,Self,Ingimbi/Umwangavu,Maze iminsi itatu numva mfite umuriro nkajya nshyuha nkongera nkakonja.,,URGENT
871,branch hit eye + cutting trees,Self,Umuntu mukuru,Ishami ry'igiti ryankubise mu jisho nkiri gutema ibiti.,,URGENT
872,child's speech delayed?,Carer,Umwana,Ndashaka kumenya niba imvugo y'umwana itaratinze gukura.,,ROUTINE
873,wound treated with herbs + now worse,Self,Umuntu mukuru,Igisebe nagiye nkivurisha ibyatsi none cyarushijeho kuba kibi.,,URGENT
874,breathless weeks + sleeps on 3 pillows,Self,Umusaza/Umukecuru,Maze ibyumweru mpumeka nabi kandi nsigaye nsinzira nkoresheje imisego itatu.,,URGENT
875,collarbone swelling + after fall,Carer,Umwana,Umwana yaguye none hafi y'igufa ryo ku rutugu harabyimbye.,,URGENT
876,told can't conceive + wants advice,Self,Umuntu mukuru,"Bambwiye ko ntashobora kubyara, none ndashaka inama yo kumenya icyo nakora.",,ROUTINE
877,foot pain started at night + unbearable,Self,Umuntu mukuru,Ukuguru kwatangiye kundya nijoro kandi ububabare burakabije cyane.,,URGENT
878,blood in child's stool,Carer,Umwana,Mbona amaraso mu mwanda w'umwana.,,URGENT
879,raped + wants nobody told,Self,Ingimbi/Umwangavu,Nagiririwe ihohoterwa rishingiye ku gitsina kandi sinshaka ko hari undi ubimenya.,,URGENT
880,injection site month ago + still hard,Self,Umwana,Aho natewe urushinge hashize ukwezi haracyakomeye.,,ROUTINE
881,CHW visited home + sent here,Self,Umusaza/Umukecuru,Umukozi w'ubuzima wo mu mudugudu yansuye mu rugo maze anyohereza hano.,,CANNOT CLASSIFY
882,breathing difficult after groundnuts,Self,Umwana,Maze kurya ubunyobwa nahise ntangira guhumeka nabi.,,CRITICAL
883,baby screaming + drawing legs up,Carer,Impinja,Umwana arataka cyane kandi akurura amaguru ayerekeza ku nda.,,URGENT
884,diabetes tablets + shares with wife,Self,Umusaza/Umukecuru,Mfata imiti ya diyabete kandi rimwe na rimwe nyisangiza umugore wanjye.,,URGENT
885,head wound + stopped bleeding + keeps opening,Self,Umwana,Mfite igisebe ku mutwe cyahagaritse kuva amaraso ariko gikomeza gufunguka.,,URGENT
886,burning when baby latches,Self,Umuntu mukuru,Iyo umwana afashe ibere ndababara nkumva rishya.,,ROUTINE
887,fight + can't see one eye,Self,Ingimbi/Umwangavu,Nagiranye imirwano n'umuntu none ijisho rimwe sinshobora kuribonamo.,,URGENT
888,cough medicine didn't help + why?,Self,Umuntu mukuru,Nafashe imiti y'inkorora ariko nta cyo yamfashije. Kuki?,,ROUTINE
889,child walks on tiptoes since starting,Carer,Umwana,Umwana kuva atangira kugenda ahora agenda ahagaze ku mano.,,ROUTINE
890,chest crushed + vehicle and wall,Carer,Umuntu mukuru,Yafashwe hagati y'imodoka n'urukuta igituza kirakomereka cyane.,,CRITICAL
891,itching since sleeping new place,Self,Ingimbi/Umwangavu,Natangiye kwishimagura kuva ndara ahantu hashya.,,ROUTINE
892,three miscarriages + wants to know why,Self,Umuntu mukuru,Maze gukuramo inda inshuro eshatu kandi ndashaka kumenya impamvu.,,ROUTINE
893,pain opening mouth to eat,Self,Umuntu mukuru,Iyo nfungura umunwa kugira ngo ndye ndababara.,,URGENT
894,child's face swollen morning + goes by afternoon,Carer,Umwana,Mu gitondo mu maso h'umwana harabyimba ariko nyuma ya saa sita bikagabanuka.,,ROUTINE
895,stopped HIV tablets when felt better,Self,Umuntu mukuru,Nahagaritse imiti y'agakoko gatera SIDA igihe numvaga maze gukira.,,URGENT
896,boiling oil burn + forearm,Self,Umuntu mukuru,Nahiye ku mavuta ashyushye cyane ku kuboko.,,URGENT
897,old man talking to people not there,Carer,Umusaza/Umukecuru,Umusaza ahora avuga n'abantu batari aho.,,URGENT
898,child's sputum results,Carer,Ingimbi/Umwangavu,Naje kubaza ibisubizo by'isuzuma ry'amacandwe y'umwana.,,ROUTINE
899,knee pain stops field work,Self,Umuntu mukuru,Ivi rirandya ku buryo ntashobora gukora imirimo yo mu murima.,,ROUTINE
900,bleeding + 3 months pregnant,Self,Umuntu mukuru,Ndatwite amezi atatu kandi ndava amaraso.,,URGENT
901,child holding stool for days + fear,Carer,Umwana,Umwana amaze iminsi afata umwanda kubera gutinya kujya ku musarani.,,ROUTINE
902,snake bite yesterday + leg now black,Self,Umuntu mukuru,Narumwe n'inzoka ejo none ukuguru kwatangiye kuba umukara.,,URGENT
903,told come back if fever returns,Self,Umwana,Bambwiye ko ngaruka umuriro wongera kugaruka.,,ROUTINE
904,jaw swelling + started as tooth pain,Self,Umuntu mukuru,"Urwasaya rwarabyimbye, byatangiriye ku kubabara kw'iryinyo.",,URGENT
905,can't work since injury + no money,Self,Umuntu mukuru,Kuva nakomereka sinshobora gukora kandi nta mafaranga mfite.,,ROUTINE
906,child vomiting green + belly swollen,Carer,Impinja,Umwana araruka ibintu by'icyatsi kandi inda yarabyimbye.,,URGENT
907,wound sewn at home + needle and thread,Self,Umuntu mukuru,Igisebe nagikoreye mu rugo nkoresheje urushinge n'urudodo.,,URGENT
908,baby no urine since yesterday,Carer,Impinja,Umwana kuva ejo ntaranyara.,,URGENT
909,arm weak since waking,Self,Umusaza/Umukecuru,Kuva mbyutse ukuboko kwanjye kwagabanyije imbaraga.,,CRITICAL
910,can child return to school?,Carer,Umwana,Ese umwana ashobora gusubira ku ishuri?,,ROUTINE
911,pain everywhere + years,Self,Umuntu mukuru,Maze imyaka myinshi mbabara umubiri wose.,,ROUTINE
912,fish bone stuck,Self,Umuntu mukuru,Igufwa ry'ifi ryangiriye mu muhogo.,,URGENT
913,child fever every two days,Carer,Umwana,Umwana agira umuriro buri minsi ibiri.,,URGENT
914,needs operation + afraid,Self,Umuntu mukuru,Bambwiye ko nkeneye kubagwa kandi ndabifitiye ubwoba.,,ROUTINE
915,dizzy since head blow in match,Self,Ingimbi/Umwangavu,Maze gukubitwa ku mutwe nkiri gukina umupira mpora nzengera.,,URGENT
916,baby's navel bulging,Carer,Impinja,Umwana afite umubyimba usohoka ku mukondo.,,ROUTINE
917,burning urine + third time back,Self,Umuntu mukuru,Inkari ziranyica kandi iki ni ubwa gatatu ikibazo cyongera kugaruka.,,URGENT
918,child scratching at night + no sleep,Carer,Umwana,Umwana nijoro ahora yishimagura ku buryo adasinzira.,,ROUTINE
919,coughing blood a week + hid it from family,Self,Umuntu mukuru,Maze icyumweru nkorora amaraso ariko nabihishe umuryango.,,URGENT
920,took a queue number + waited,Self,Umuntu mukuru,Nafashe nimero y'umurongo maze ntegereza ko ngera ku muganga.,,CANNOT CLASSIFY
921,child well until mango tree fall yesterday,Carer,Umwana,Umwana yari ameze neza kugeza ejo igiti cy'umwembe kimuguyeho.,,URGENT
922,hip pain + no injury + worsening,Self,Umusaza/Umukecuru,"Ndababara ku kibero kandi nta kintu nakomerekejwe, ariko biragenda birushaho.",,URGENT
