id,cue,reporter,age_group,text_kw,author,label,annotator,validated_by,register
813,child coughs until vomits,Carer,Umwana,Umwana arakorora cyane kugeza arutse.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
814,wound on sole + noticed by smell,Self,Umusaza/Umukecuru,"Mfite igisebe munsi y'ikirenge, nakimenye kubera ko natangiye kukumva kinuka.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
815,one side numb since waking,Self,Umusaza/Umukecuru,Kuva mbyutse uruhande rumwe rw'umubiri ntirwumva neza.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
816,stopped FP injection + no bleeding since,Self,Umuntu mukuru,Nahagaritse urushinge rwo kuboneza urubyaro kandi kuva icyo gihe sinongeye kuva amaraso y'imihango.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
817,local brew + passed out + brought in,Carer,Ingimbi/Umwangavu,"Yanyweye inzoga y'inkorano maze agwa hasi, bamuzana hano.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
818,fever + rash started on face + child,Carer,Umwana,Umwana afite umuriro kandi utubyimba twatangiriye mu maso.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
819,told high pressure + feels nothing,Self,Umuntu mukuru,Bambwiye ko mfite umuvuduko w'amaraso uri hejuru ariko nta kimenyetso numva.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
820,referral letter + district hospital,Self,Umuntu mukuru,Mfite urupapuro rwohereza ku bitaro by'akarere.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
821,calf pain + leg hot,Self,Umuntu mukuru,Inyama yo ku kuguru irandya kandi ukuguru kurashyushye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
822,baby eye sticky + yellow + 2 days old,Carer,Impinja,Umwana w'iminsi ibiri afite ijisho ririho ibintu by'umuhondo kandi rifatana.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
823,night work + can't sleep by day,Self,Umuntu mukuru,Nkora nijoro kandi ku manywa sinshobora gusinzira.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
824,woman says husband forbids family planning,Self,Umuntu mukuru,Umugabo wanjye ntiyemera ko nkoresha uburyo bwo kuboneza urubyaro.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
825,last week's burn + weeping + smells,Self,Umwana,"Nahiye mu cyumweru gishize, igisebe kiracyava kandi cyatangiye kunuka.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
826,back gave way lifting + can't stand straight,Self,Umuntu mukuru,Umugongo warandemereye nkiri guterura ikintu kandi ubu sinshobora guhagarara ngororotse.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
827,insurance card only,Self,Umuntu mukuru,Naje mfite ikarita y'ubwisungane mu kwivuza gusa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
828,child passing worms,Carer,Umwana,Umwana ari gusohora inzoka mu musarani.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
829,groin swelling + comes with cough,Self,Umuntu mukuru,Mfite kubyimba mu rwabya kandi kurushaho kuboneka iyo nkorora.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
830,heavy bleeding + procedure elsewhere,Self,Umuntu mukuru,Ndava amaraso menshi nyuma yo gukorerwa igikorwa kwa muganga ahandi.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
831,ear pain + after a slap,Self,Umwana,Ugutwi kurandya kuva nakubiswe urushyi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
832,losing weight + eating normally,Self,Umuntu mukuru,Ndimo kunanuka kandi ndya nk'uko bisanzwe.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
833,bruise on child's back + mother can't explain,Carer,Umwana,Umwana afite ikimenyetso cy'igikomere ku mugongo kandi sinzi uko yakibonye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
834,tablets ran out + clinic had none,Self,Umuntu mukuru,Imiti narayirangije kandi kwa muganga nta yindi bari bafite.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
835,vomiting since malaria tablets,Self,Umwana,Natangiye kuruka kuva natangira gufata imiti ya malariya.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
836,9 months + no movement today,Self,Umuntu mukuru,Mfite inda y'amezi icyenda ariko uyu munsi sinumva umwana yinyeganyeza.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
837,cut on rusty iron sheet,Self,Umuntu mukuru,Naciwe n'urupapuro rw'icyuma cyari cyafashwe n'ingese.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
838,child crying + won't sit down,Carer,Umwana,Umwana ahora arira kandi ntashaka kwicara.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
839,injection by neighbour + site hard,Self,Umuntu mukuru,Natewe urushinge n'umuturanyi none aho naruterwe harakomeye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
840,hand caught in maize mill,Self,Umuntu mukuru,Ukuboko kwanjye kwafashwe n'imashini isya ibigori.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
841,fever after vaccination + normal?,Carer,Impinja,Umwana yagize umuriro nyuma yo gukingirwa. Ese ni ibisanzwe?,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
842,sore throat 3 weeks + voice changed,Self,Umuntu mukuru,Umuhogo umaze ibyumweru bitatu undya kandi ijwi ryanjye ryarahindutse.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
843,lump in armpit + painless,Self,Umuntu mukuru,Mfite akabyimba mu kwaha ariko ntikandya.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
844,child fell from bed + vomited twice,Carer,Impinja,Umwana yaguye ku buriri maze araruka kabiri.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
845,pain passing urine + pregnant,Self,Umuntu mukuru,Ndatwite kandi ndababara iyo nyara.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
846,wasps in roof + stung all over,Self,Umuntu mukuru,"Natewe n'ibisazi by'ubuki byinshi byo ku gisenge, birankomeretsa umubiri wose.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
847,deaf one side since loud bang,Self,Umusaza/Umukecuru,Kuva numvise urusaku rukomeye ntakumva neza ku gutwi kumwe.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
848,child drinking a lot + urinating often,Carer,Umwana,Umwana anywa amazi menshi kandi akajya kunyara kenshi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
849,leg wound + black edges,Self,Umusaza/Umukecuru,Mfite igisebe ku kuguru kandi impande zacyo zatangiye kuba umukara.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
850,school medical form,Carer,Ingimbi/Umwangavu,Naje kuzuza no gusinyisha urupapuro rw'isuzuma ry'ubuzima rwo ku ishuri.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
851,pain shoulder blade to jaw,Self,Umusaza/Umukecuru,Ndababara kuva ku rutugu rugana mu rwasaya.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
852,baby born + foot turned inward,Carer,Impinja,Umwana yavukanye ikirenge kigoramye kijya imbere.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
853,nightmares since accident,Self,Ingimbi/Umwangavu,Kuva nagira impanuka mpora ndota nabi nijoro.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
854,eye waters + lid turned in,Self,Umusaza/Umukecuru,Ijisho ryanjye rirarira kandi umupfundikizo waryo ujya imbere.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
855,barking cough at night + fine by morning,Carer,Umwana,Umwana nijoro akorora nk'imbwa ariko mu gitondo akaba ameze neza.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
856,swelling started face + moved to legs,Self,Umwana,Kubyimba byatangiriye mu maso none bimaze kugera no ku maguru.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
857,unknown dog bit + ran off,Self,Umuntu mukuru,Narumwe n'imbwa ntazi maze iriruka.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
858,can't eat since operation,Self,Umuntu mukuru,Kuva nabagwa sinshobora kurya neza.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
859,birthmark + dangerous?,Carer,Impinja,Umwana afite ikimenyetso yavukanye ku ruhu. Ese gishobora kuba ikibazo?,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
860,chest pain worse when pressed,Self,Ingimbi/Umwangavu,Ndababara mu gituza kandi birushaho iyo ngikandagiye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
861,delivered home + placenta not out,Carer,Umuntu mukuru,Yabyariye mu rugo ariko insina ntirasohoka.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
862,gums bleed when brushing,Self,Umuntu mukuru,"Iyo nkoze uburoso ku menyo, ishinya zirava amaraso.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
863,child rubbing eyes + red + sticky,Carer,Umwana,"Umwana ahora akora ku maso, aratukuye kandi amaso aramufatana.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
864,took wife's tablets by mistake,Self,Umuntu mukuru,Nafashe imiti y'umugore wanjye natekereza ko ari iyanjye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
865,pharmacy said come for proper exam,Self,Umuntu mukuru,Muri farumasi bambwiye ko nza kwa muganga nkisuzumisha neza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
866,leg shorter since childhood illness,Self,Umuntu mukuru,Kuva nkiri umwana ukuguru kumwe kwanjye ni kugufi kurusha kundi kubera uburwayi nagize.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
867,mother stopped eating and drinking,Carer,Umusaza/Umukecuru,Mama yaretse kurya no kunywa.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
868,pain in waves + can't keep still,Self,Umuntu mukuru,Ububabare buza bukagenda kandi iyo bumbaye sinshobora gutuza.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
869,child fell in water tank + pulled out coughing,Carer,Umwana,"Umwana yaguye mu kigega cy'amazi, bamukuramo ariko yari arimo gukorora.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
870,hot and cold 3 days,Self,Ingimbi/Umwangavu,Maze iminsi itatu numva mfite umuriro nkajya nshyuha nkongera nkakonja.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
871,branch hit eye + cutting trees,Self,Umuntu mukuru,Ishami ry'igiti ryankubise mu jisho nkiri gutema ibiti.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
872,child's speech delayed?,Carer,Umwana,Ndashaka kumenya niba imvugo y'umwana itaratinze gukura.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
873,wound treated with herbs + now worse,Self,Umuntu mukuru,Igisebe nagiye nkivurisha ibyatsi none cyarushijeho kuba kibi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
874,breathless weeks + sleeps on 3 pillows,Self,Umusaza/Umukecuru,Maze ibyumweru mpumeka nabi kandi nsigaye nsinzira nkoresheje imisego itatu.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
875,collarbone swelling + after fall,Carer,Umwana,Umwana yaguye none hafi y'igufa ryo ku rutugu harabyimbye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
876,told can't conceive + wants advice,Self,Umuntu mukuru,"Bambwiye ko ntashobora kubyara, none ndashaka inama yo kumenya icyo nakora.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
877,foot pain started at night + unbearable,Self,Umuntu mukuru,Ukuguru kwatangiye kundya nijoro kandi ububabare burakabije cyane.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
878,blood in child's stool,Carer,Umwana,Mbona amaraso mu mwanda w'umwana.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
879,raped + wants nobody told,Self,Ingimbi/Umwangavu,Nagiririwe ihohoterwa rishingiye ku gitsina kandi sinshaka ko hari undi ubimenya.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
880,injection site month ago + still hard,Self,Umwana,Aho natewe urushinge hashize ukwezi haracyakomeye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
881,CHW visited home + sent here,Self,Umusaza/Umukecuru,Umukozi w'ubuzima wo mu mudugudu yansuye mu rugo maze anyohereza hano.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,patient_voice
882,breathing difficult after groundnuts,Self,Umwana,Maze kurya ubunyobwa nahise ntangira guhumeka nabi.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
883,baby screaming + drawing legs up,Carer,Impinja,Umwana arataka cyane kandi akurura amaguru ayerekeza ku nda.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
884,diabetes tablets + shares with wife,Self,Umusaza/Umukecuru,Mfata imiti ya diyabete kandi rimwe na rimwe nyisangiza umugore wanjye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
885,head wound + stopped bleeding + keeps opening,Self,Umwana,Mfite igisebe ku mutwe cyahagaritse kuva amaraso ariko gikomeza gufunguka.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
886,burning when baby latches,Self,Umuntu mukuru,Iyo umwana afashe ibere ndababara nkumva rishya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
887,fight + can't see one eye,Self,Ingimbi/Umwangavu,Nagiranye imirwano n'umuntu none ijisho rimwe sinshobora kuribonamo.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
888,cough medicine didn't help + why?,Self,Umuntu mukuru,Nafashe imiti y'inkorora ariko nta cyo yamfashije. Kuki?,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
889,child walks on tiptoes since starting,Carer,Umwana,Umwana kuva atangira kugenda ahora agenda ahagaze ku mano.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
890,chest crushed + vehicle and wall,Carer,Umuntu mukuru,Yafashwe hagati y'imodoka n'urukuta igituza kirakomereka cyane.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
891,itching since sleeping new place,Self,Ingimbi/Umwangavu,Natangiye kwishimagura kuva ndara ahantu hashya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
892,three miscarriages + wants to know why,Self,Umuntu mukuru,Maze gukuramo inda inshuro eshatu kandi ndashaka kumenya impamvu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
893,pain opening mouth to eat,Self,Umuntu mukuru,Iyo nfungura umunwa kugira ngo ndye ndababara.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
894,child's face swollen morning + goes by afternoon,Carer,Umwana,Mu gitondo mu maso h'umwana harabyimba ariko nyuma ya saa sita bikagabanuka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
895,stopped HIV tablets when felt better,Self,Umuntu mukuru,Nahagaritse imiti y'agakoko gatera SIDA igihe numvaga maze gukira.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
896,boiling oil burn + forearm,Self,Umuntu mukuru,Nahiye ku mavuta ashyushye cyane ku kuboko.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
897,old man talking to people not there,Carer,Umusaza/Umukecuru,Umusaza ahora avuga n'abantu batari aho.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
898,child's sputum results,Carer,Ingimbi/Umwangavu,Naje kubaza ibisubizo by'isuzuma ry'amacandwe y'umwana.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
899,knee pain stops field work,Self,Umuntu mukuru,Ivi rirandya ku buryo ntashobora gukora imirimo yo mu murima.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
900,bleeding + 3 months pregnant,Self,Umuntu mukuru,Ndatwite amezi atatu kandi ndava amaraso.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
